"itemID","date","similarProductIsInPromotion","similarProductsInPromotionCount","similarProductsInPromotionProportion"
1,2018-06-30,FALSE,0,0
1,2018-07-01,FALSE,0,0
1,2018-07-02,FALSE,0,0
1,2018-07-03,FALSE,0,0
1,2018-07-04,FALSE,0,0
1,2018-07-05,FALSE,0,0
1,2018-07-06,FALSE,0,0
1,2018-07-07,FALSE,0,0
1,2018-07-08,FALSE,0,0
1,2018-07-09,FALSE,0,0
1,2018-07-10,FALSE,0,0
1,2018-07-11,FALSE,0,0
1,2018-07-12,FALSE,0,0
1,2018-07-13,TRUE,1,3.03030303030303
2,2018-06-30,FALSE,0,0
2,2018-07-01,FALSE,0,0
2,2018-07-02,FALSE,0,0
2,2018-07-03,FALSE,0,0
2,2018-07-04,FALSE,0,0
2,2018-07-05,FALSE,0,0
2,2018-07-06,FALSE,0,0
2,2018-07-07,FALSE,0,0
2,2018-07-08,FALSE,0,0
2,2018-07-09,FALSE,0,0
2,2018-07-10,FALSE,0,0
2,2018-07-11,FALSE,0,0
2,2018-07-12,FALSE,0,0
2,2018-07-13,FALSE,0,0
3,2018-06-30,FALSE,0,0
3,2018-07-01,FALSE,0,0
3,2018-07-02,FALSE,0,0
3,2018-07-03,FALSE,0,0
3,2018-07-04,FALSE,0,0
3,2018-07-05,FALSE,0,0
3,2018-07-06,FALSE,0,0
3,2018-07-07,FALSE,0,0
3,2018-07-08,FALSE,0,0
3,2018-07-09,FALSE,0,0
3,2018-07-10,FALSE,0,0
3,2018-07-11,FALSE,0,0
3,2018-07-12,FALSE,0,0
3,2018-07-13,TRUE,1,11.1111111111111
4,2018-06-30,FALSE,0,0
4,2018-07-01,FALSE,0,0
4,2018-07-02,FALSE,0,0
4,2018-07-03,FALSE,0,0
4,2018-07-04,FALSE,0,0
4,2018-07-05,FALSE,0,0
4,2018-07-06,FALSE,0,0
4,2018-07-07,FALSE,0,0
4,2018-07-08,FALSE,0,0
4,2018-07-09,FALSE,0,0
4,2018-07-10,FALSE,0,0
4,2018-07-11,FALSE,0,0
4,2018-07-12,FALSE,0,0
4,2018-07-13,FALSE,0,0
5,2018-06-30,FALSE,0,0
5,2018-07-01,FALSE,0,0
5,2018-07-02,FALSE,0,0
5,2018-07-03,FALSE,0,0
5,2018-07-04,FALSE,0,0
5,2018-07-05,TRUE,10,12.3456790123457
5,2018-07-06,FALSE,0,0
5,2018-07-07,FALSE,0,0
5,2018-07-08,FALSE,0,0
5,2018-07-09,FALSE,0,0
5,2018-07-10,FALSE,0,0
5,2018-07-11,FALSE,0,0
5,2018-07-12,FALSE,0,0
5,2018-07-13,FALSE,0,0
6,2018-06-30,FALSE,0,0
6,2018-07-01,FALSE,0,0
6,2018-07-02,FALSE,0,0
6,2018-07-03,FALSE,0,0
6,2018-07-04,FALSE,0,0
6,2018-07-05,FALSE,0,0
6,2018-07-06,FALSE,0,0
6,2018-07-07,FALSE,0,0
6,2018-07-08,FALSE,0,0
6,2018-07-09,FALSE,0,0
6,2018-07-10,FALSE,0,0
6,2018-07-11,FALSE,0,0
6,2018-07-12,FALSE,0,0
6,2018-07-13,FALSE,0,0
7,2018-06-30,FALSE,0,0
7,2018-07-01,FALSE,0,0
7,2018-07-02,FALSE,0,0
7,2018-07-03,FALSE,0,0
7,2018-07-04,FALSE,0,0
7,2018-07-05,FALSE,0,0
7,2018-07-06,FALSE,0,0
7,2018-07-07,FALSE,0,0
7,2018-07-08,FALSE,0,0
7,2018-07-09,FALSE,0,0
7,2018-07-10,FALSE,0,0
7,2018-07-11,FALSE,0,0
7,2018-07-12,FALSE,0,0
7,2018-07-13,TRUE,1,11.1111111111111
8,2018-06-30,FALSE,0,0
8,2018-07-01,FALSE,0,0
8,2018-07-02,FALSE,0,0
8,2018-07-03,FALSE,0,0
8,2018-07-04,FALSE,0,0
8,2018-07-05,FALSE,0,0
8,2018-07-06,FALSE,0,0
8,2018-07-07,FALSE,0,0
8,2018-07-08,FALSE,0,0
8,2018-07-09,TRUE,1,2.27272727272727
8,2018-07-10,FALSE,0,0
8,2018-07-11,FALSE,0,0
8,2018-07-12,FALSE,0,0
8,2018-07-13,FALSE,0,0
9,2018-06-30,FALSE,0,0
9,2018-07-01,TRUE,3,4.41176470588235
9,2018-07-02,TRUE,3,4.41176470588235
9,2018-07-03,FALSE,0,0
9,2018-07-04,FALSE,0,0
9,2018-07-05,FALSE,0,0
9,2018-07-06,TRUE,1,1.47058823529412
9,2018-07-07,FALSE,0,0
9,2018-07-08,FALSE,0,0
9,2018-07-09,FALSE,0,0
9,2018-07-10,FALSE,0,0
9,2018-07-11,FALSE,0,0
9,2018-07-12,FALSE,0,0
9,2018-07-13,TRUE,6,8.82352941176471
10,2018-06-30,FALSE,0,0
10,2018-07-01,FALSE,0,0
10,2018-07-02,FALSE,0,0
10,2018-07-03,FALSE,0,0
10,2018-07-04,FALSE,0,0
10,2018-07-05,FALSE,0,0
10,2018-07-06,FALSE,0,0
10,2018-07-07,FALSE,0,0
10,2018-07-08,FALSE,0,0
10,2018-07-09,TRUE,1,2.27272727272727
10,2018-07-10,FALSE,0,0
10,2018-07-11,FALSE,0,0
10,2018-07-12,FALSE,0,0
10,2018-07-13,FALSE,0,0
11,2018-06-30,FALSE,0,0
11,2018-07-01,FALSE,0,0
11,2018-07-02,FALSE,0,0
11,2018-07-03,FALSE,0,0
11,2018-07-04,FALSE,0,0
11,2018-07-05,FALSE,0,0
11,2018-07-06,FALSE,0,0
11,2018-07-07,FALSE,0,0
11,2018-07-08,FALSE,0,0
11,2018-07-09,FALSE,0,0
11,2018-07-10,FALSE,0,0
11,2018-07-11,FALSE,0,0
11,2018-07-12,FALSE,0,0
11,2018-07-13,FALSE,0,0
12,2018-06-30,FALSE,0,0
12,2018-07-01,FALSE,0,0
12,2018-07-02,FALSE,0,0
12,2018-07-03,FALSE,0,0
12,2018-07-04,FALSE,0,0
12,2018-07-05,FALSE,0,0
12,2018-07-06,FALSE,0,0
12,2018-07-07,FALSE,0,0
12,2018-07-08,FALSE,0,0
12,2018-07-09,FALSE,0,0
12,2018-07-10,FALSE,0,0
12,2018-07-11,FALSE,0,0
12,2018-07-12,FALSE,0,0
12,2018-07-13,FALSE,0,0
13,2018-06-30,FALSE,0,0
13,2018-07-01,FALSE,0,0
13,2018-07-02,FALSE,0,0
13,2018-07-03,FALSE,0,0
13,2018-07-04,FALSE,0,0
13,2018-07-05,FALSE,0,0
13,2018-07-06,FALSE,0,0
13,2018-07-07,FALSE,0,0
13,2018-07-08,FALSE,0,0
13,2018-07-09,TRUE,1,2.27272727272727
13,2018-07-10,FALSE,0,0
13,2018-07-11,FALSE,0,0
13,2018-07-12,FALSE,0,0
13,2018-07-13,FALSE,0,0
14,2018-06-30,FALSE,0,0
14,2018-07-01,FALSE,0,0
14,2018-07-02,FALSE,0,0
14,2018-07-03,FALSE,0,0
14,2018-07-04,FALSE,0,0
14,2018-07-05,FALSE,0,0
14,2018-07-06,FALSE,0,0
14,2018-07-07,FALSE,0,0
14,2018-07-08,FALSE,0,0
14,2018-07-09,TRUE,2,3.7037037037037
14,2018-07-10,FALSE,0,0
14,2018-07-11,FALSE,0,0
14,2018-07-12,FALSE,0,0
14,2018-07-13,TRUE,3,5.55555555555556
15,2018-06-30,TRUE,9,10.9756097560976
15,2018-07-01,TRUE,2,2.4390243902439
15,2018-07-02,FALSE,0,0
15,2018-07-03,FALSE,0,0
15,2018-07-04,FALSE,0,0
15,2018-07-05,TRUE,3,3.65853658536585
15,2018-07-06,FALSE,0,0
15,2018-07-07,FALSE,0,0
15,2018-07-08,FALSE,0,0
15,2018-07-09,FALSE,0,0
15,2018-07-10,FALSE,0,0
15,2018-07-11,TRUE,2,2.4390243902439
15,2018-07-12,FALSE,0,0
15,2018-07-13,FALSE,0,0
16,2018-06-30,TRUE,9,10.9756097560976
16,2018-07-01,TRUE,2,2.4390243902439
16,2018-07-02,FALSE,0,0
16,2018-07-03,FALSE,0,0
16,2018-07-04,FALSE,0,0
16,2018-07-05,TRUE,3,3.65853658536585
16,2018-07-06,FALSE,0,0
16,2018-07-07,FALSE,0,0
16,2018-07-08,FALSE,0,0
16,2018-07-09,FALSE,0,0
16,2018-07-10,FALSE,0,0
16,2018-07-11,TRUE,2,2.4390243902439
16,2018-07-12,FALSE,0,0
16,2018-07-13,FALSE,0,0
17,2018-06-30,FALSE,0,0
17,2018-07-01,TRUE,1,1.96078431372549
17,2018-07-02,FALSE,0,0
17,2018-07-03,FALSE,0,0
17,2018-07-04,TRUE,1,1.96078431372549
17,2018-07-05,TRUE,2,3.92156862745098
17,2018-07-06,FALSE,0,0
17,2018-07-07,FALSE,0,0
17,2018-07-08,FALSE,0,0
17,2018-07-09,FALSE,0,0
17,2018-07-10,FALSE,0,0
17,2018-07-11,FALSE,0,0
17,2018-07-12,FALSE,0,0
17,2018-07-13,TRUE,5,9.80392156862745
18,2018-06-30,TRUE,1,1.92307692307692
